defName,中文名,英文标题,简称,阶段,来源,强制/倾向特质,禁用特质,技能加成,关联经历
Beastmaster67,驯兽师,beastmaster,beastmaster,成年,原版Royalty,,,Animals8,
BrokenSoldier29,破碎的士兵,broken soldier,soldier,成年,原版Royalty,,,Artistic2,
Builder96,建造者,builder,builder,成年,原版Royalty,,,Construction7,
ChurchPsychic98,教堂灵能者,church psychic,psychic,成年,原版Royalty,,,Social3、Intellectual5,
CorporateDrone10,企业劳工,corporate drone,drone,成年,原版Royalty,,,Social2、Intellectual4,
CorporateFixer36,企业问题解决者,corporate fixer,fixer,成年,原版Royalty,,,Social4、Shooting3、Melee3,
Demolitionist39,爆破专家,demolitionist,demolitionist,成年,原版Royalty,,,Shooting4、Crafting4,
Deserter65,逃兵,deserter,deserter,成年,原版Royalty,,,Shooting4、Melee2、Crafting2,
DisgracedOfficer19,蒙羞的军官,disgraced officer,officer,成年,原版Royalty,,,Social4、Shooting5,
Firebomber51,火焰轰炸手,firebomber,firebomber,成年,原版Royalty,,,Shooting3、Cooking3、Medicine2,
HeadButler50,首席管家,head butler,butler,成年,原版Royalty,,,Social4、Cooking3、Crafting2,
HouseServant86,家仆,house servant,servant,成年,原版Royalty,,,Cooking3、Construction3、Mining4,
ImperialInquisitor53,帝国审判官,imperial inquisitor,inquisitor,成年,原版Royalty,,,Social4、Intellectual4,
ImperialPriest24,帝国祭司,imperial priest,priest,成年,原版Royalty,,,Social5、Intellectual5,
InfantryEngineer46,步兵工程师,infantry engineer,engineer,成年,原版Royalty,,,Construction6、Mining4,
InfantryMedic6,步兵医护兵,infantry medic,medic,成年,原版Royalty,,,Medicine7,
InfantryOfficer49,步兵军官,infantry officer,officer,成年,原版Royalty,,,Social4、Shooting5,
IntelligenceAgent21,情报特工,intelligence agent,intel,成年,原版Royalty,,,Intellectual6、Social3,
Landworker98,田产管家,landworker,landworker,成年,原版Royalty,,,Plants6、Mining6,
LineInfanteer20,列兵步兵,line infanteer,infanteer,成年,原版Royalty,,,Shooting4、Melee3,
LoyalJanissary59,忠诚的耶尼切里,loyal janissary,janissary,成年,原版Royalty,,,Shooting7、Melee4,
Mailman2,邮递员,mailman,mailman,成年,原版Royalty,,,Melee4,
MenagerieKeeper1,珍兽管理员,menagerie keeper,zookeeper,成年,原版Royalty,,,Animals8,
MilitaryChaplain10,军事牧师,military chaplain,chaplain,成年,原版Royalty,,,Medicine6、Intellectual2,
MilitaryCommissar71,军事政委,military commissar,commissar,成年,原版Royalty,,,Shooting3、Social6,
MilitaryCook18,军队厨师,military cook,army cook,成年,原版Royalty,,,Cooking7、Shooting2,
OrnamentMaker56,饰品匠,ornament maker,ornamenter,成年,原版Royalty,,,Crafting5、Artistic5,
PiousSoldier67,虔诚士兵,pious soldier,pious soldier,成年,原版Royalty,,,Shooting6、Melee4,
PlanetaryMiner64,行星矿工,planetary miner,miner,成年,原版Royalty,,,Mining8,
Propagandist86,宣传员,propagandist,propagandist,成年,原版Royalty,,,Artistic6、Social2,
ReconSniper89,侦察狙击手,recon sniper,sniper,成年,原版Royalty,,,Shooting9,
Regent9,摄政王,regent,regent,成年,原版Royalty,,,Social5、Intellectual4,
RoyalCook18,皇家厨师,royal cook,cook,成年,原版Royalty,,,Cooking7、Plants2,
RoyalGuard51,皇家守卫,royal guard,guard,成年,原版Royalty,,,Shooting4、Melee3、Social3,
RoyalMasseuse43,皇家按摩师,royal masseuse,masseuse,成年,原版Royalty,,,Social6,
Shipcracker37,破舰者,shipcracker,shipcracker,成年,原版Royalty,,,Shooting3、Melee5、Mining4,
Spymaster41,间谍大师,spymaster,spymaster,成年,原版Royalty,,,Social4、Shooting3、Melee3,
Warmaster54,战争领主,warmaster,warmaster,成年,原版Royalty,,,Shooting2、Melee2、Social4、Intellectual4,
Warmonger35,好战分子,warmonger,warmonger,成年,原版Royalty,,,Shooting7、Melee4、Social-3,
CountryLordling92,乡间小领主,country lordling,field lord,童年,原版Royalty,,,Plants2、Animals3、Social1,
Delinquent13,少年犯,delinquent,delinquent,童年,原版Royalty,,,Shooting1、Melee4,
Machinist56,机械师,machinist,machinist,童年,原版Royalty,,,Crafting3、Intellectual2、Shooting1,
MilitaryCadet46,军事学员,military cadet,cadet,童年,原版Royalty,,,Shooting4、Melee3,
PamperedLordling37,娇生惯养的小领主,pampered lordling,pampered,童年,原版Royalty,,,Social2,
PoliticalCaptive7,政治囚犯,political captive,captive,童年,原版Royalty,,,Melee3、Intellectual3,
RichKid61,富家子弟,rich kid,rich kid,童年,原版Royalty,,,Melee2、Shooting2、Intellectual2,
RoyalBastard64,王室私生子,royal bastard,bastard,童年,原版Royalty,,,Social2、Artistic2,
ServingBoy97,男侍从,serving boy,house boy,童年,原版Royalty,,,Cooking2、Construction1,
ShipBoy89,舰童,ship boy,ship boy,童年,原版Royalty,,,Crafting6,
ShipboundLordling12,星舰小领主,shipbound lordling,ship lord,童年,原版Royalty,,,Shooting2、Construction2,
SoldiersKid55,军人之子,soldier's kid,soldier kid,童年,原版Royalty,,,Shooting4、Melee2,
StreetRat81,街头流浪儿,street rat,street rat,童年,原版Royalty,,,Melee5、Intellectual-1,
UnwantedSurvivor67,不受欢迎的幸存者,unwanted survivor,survivor,童年,原版Royalty,,,Melee3、Shooting2、Cooking2、Medicine2,
UrbanLordling82,城市贵族少年,urban lordling,city lord,童年,原版Royalty,,,Construction3、Social2,
WarBastard60,战争私生子,war bastard,bastard,童年,原版Royalty,,,Animals3,
Ratkin_Agriculturist,鼠族农业学家,Ratkin Agriculturist,Agriculturist,成年,鼠族,,,Mining-2、Plants4、Intellectual4,
Ratkin_Ambassador,鼠族大使,Ratkin Ambassador,Ambassador,成年,鼠族,,,Social4、Artistic2,
Ratkin_ArmySurgeon,鼠族军医,Ratkin Army Surgeon,Army Surgeon,成年,鼠族,,,Shooting2、Melee2、Medicine4、Intellectual2,
Ratkin_Assistant,鼠族研究助理,Ratkin Assistant,Assistant,成年,鼠族,,,Melee-2、Medicine2、Crafting2、Intellectual4,
Ratkin_Blacksmith,鼠族铁匠,Ratkin Blacksmith,Blacksmith,成年,鼠族,,,Animals-2、Mining2、Crafting6,
Ratkin_Butcher,鼠族屠夫,Ratkin Butcher,Butcher,成年,鼠族,,,Melee2、Animals-4、Medicine2、Cooking2,
Ratkin_CaravanMerchant,鼠族商队领袖,Ratkin Caravan Merchant,Caravan Merchant,成年,鼠族,,,Social4、Cooking2、Plants2、Artistic3,
Ratkin_Chef,鼠族厨师,Ratkin Chef,Chef,成年,鼠族,,,Shooting-2、Melee2、Animals-2、Cooking6、Plants2,
Ratkin_CityMaid,鼠族城市女仆,Ratkin City Maid,City Maid,成年,鼠族,Beauty,,Social2、Cooking2、Plants2,
Ratkin_CityMerchant,鼠族城镇商人,Ratkin City Merchant,City Merchant,成年,鼠族,,,Social3、Crafting4,
Ratkin_Civil,鼠族公民,Ratkin Civil,Civil,成年,鼠族,,,Social2、Cooking2、Construction2、Crafting2,
Ratkin_ConstructionWorker,鼠族建筑工,Ratkin Construction Worker,Construction Worker,成年,鼠族,,,Shooting-2、Animals-2、Construction6、Mining2,
Ratkin_Demoman,鼠族恶魔,Ratkin Demoman,Demoman,成年,鼠族,Psychopath、Pyromaniac,,Melee4、Mining4,
Ratkin_Doctor,鼠族御医,Ratkin Doctor,Doctor,成年,鼠族,,,Medicine6、Intellectual2,
Ratkin_Engineer,鼠族工程师,Ratkin Engineer,Engineer,成年,鼠族,,,Cooking-2、Construction4、Crafting6,
Ratkin_Explorer,鼠族探险家,Ratkin Explorer,Explorer,成年,鼠族,,,Shooting2、Melee2、Animals2、Cooking2、Plants2,
Ratkin_Farmer,鼠族农民,Ratkin Farmer,Farmer,成年,鼠族,,,Animals2、Cooking2、Plants6、Intellectual-4,
Ratkin_Guardener,鼠族卫花使,Ratkin Guardener,Guardener,成年,鼠族,Nimble:50,,Shooting2、Melee6、Plants4,
Ratkin_HandMaiden,鼠族侍从,Ratkin HandMaiden,HandMaiden,成年,鼠族,,,Melee3、Animals-4、Medicine2、Cooking2、Construction-2、Plants2、Crafting2,
Ratkin_Hunter,鼠族野兽猎人,Ratkin Hunter,Hunter,成年,鼠族,,,Shooting4、Melee3,
Ratkin_Idol,鼠族偶像,Ratkin Idol,Idol,成年,鼠族,Beauty,,Social6,
Ratkin_Knight,鼠族骑士,Ratkin Knight,knight,成年,鼠族,Brawler:0.3、粗暴、SpeedOffset:0.2、SpeedOffset:0.2,,Melee8,
Ratkin_KnightCommander,鼠族骑士长,Ratkin Knight commander,commander,成年,鼠族,信念坚定、粗暴,Wimp,Melee6,
Ratkin_Librarian,鼠族图书管理员,Ratkin Librarian,Librarian,成年,鼠族,,,Medicine2、Mining-2、Artistic2、Intellectual4,
Ratkin_Miner,鼠族矿工,Ratkin Miner,Miner,成年,鼠族,,,Plants2、Mining6、Intellectual-2,
Ratkin_Murderer,鼠族杀手,Ratkin Murderer,Murderer,成年,鼠族,Psychopath、Nimble,,Melee6、Cooking2,
Ratkin_Noble,鼠族贵族,Ratkin Noble,Noble,成年,鼠族,,,Shooting2、Social3、Artistic4,
Ratkin_RatkinHunter,鼠族反乱猎人,RatkinHunter,RatkinHunter,成年,鼠族,,,Shooting4、Melee4、Mining2、Crafting2,
Ratkin_Rich,鼠族富豪,Ratkin Rich,Rich,成年,鼠族,,,Social4、Artistic4,
Ratkin_Scientist,鼠族科学家,Ratkin Scientist,Scientist,成年,鼠族,,,Shooting-4、Melee-4、Medicine2、Intellectual8,
Ratkin_Shepherd,鼠族牧民,Ratkin Shepherd,Shepherd,成年,鼠族,,,Animals6、Medicine2,
Ratkin_Shooter,鼠族射手,Ratkin Shooter,Shooter,成年,鼠族,,,Shooting6、Melee-2、Medicine2,
Ratkin_Sister,鼠族修女,Ratkin Sister,Sister,成年,鼠族,Beauty、信念坚定,,Social4、Medicine4,
Ratkin_Soldier,鼠族士兵,Ratkin Soldier,Soldier,成年,鼠族,,,Shooting3、Melee3、Social-3,
Ratkin_Subject,鼠族实验体,Ratkin Subject,Subject,成年,鼠族,,,Shooting4、Melee4,
Ratkin_Teacher,鼠族乡村教师,Ratkin Teacher,Teacher,成年,鼠族,,,Social2、Crafting2、Intellectual2,
Ratkin_Thief,鼠族盗贼,Ratkin Thief,Thief,成年,鼠族,,,Melee4,
Ratkin_Vagabond,鼠族漂泊者,Ratkin Vagabond,Vagabond,成年,鼠族,,,Shooting4、Melee4、Medicine4,
Ratkin_Wanderer,鼠族漂泊者,Ratkin Wanderer,Wanderer,成年,鼠族,,,Shooting2、Melee4、Cooking2,
Ratkin_Bastard,鼠族私生子,Ratkin bastard,bastard,童年,鼠族,,,Shooting1、Melee3、Intellectual1,
Ratkin_ChefStudent,鼠族厨师学徒,Ratkin Chef Student,Chef Student,童年,鼠族,,,Melee2、Animals-2、Cooking2,
Ratkin_CityKid,鼠族城市儿童,Ratkin City Kid,City Kid,童年,鼠族,,,Melee-1、Animals-3、Construction2、Crafting2、Intellectual2,
Ratkin_CountryKid,鼠族农夫之子,Ratkin country kid,country kid,童年,鼠族,,,Melee1、Cooking1、Plants2,
Ratkin_GoldenSpoon,鼠族富二代,Ratkin golden spoon,golden spoon,童年,鼠族,,,Social2、Cooking-2、Artistic4,
Ratkin_GuardenerStudent,鼠族见习卫花使,Ratkin Guardener Student,Guardener Student,童年,鼠族,,,Melee4、Plants2、Mining-4,
Ratkin_HumanAssistant,鼠族人类助理,Ratkin Human Assistant,Human Assistant,童年,鼠族,,,Shooting-2、Melee-1、Medicine2、Plants1、Intellectual1,
Ratkin_Kid,鼠族儿童,Ratkin Kid,Kid,童年,鼠族,,,Shooting-1、Cooking2、Construction1、Plants1、Crafting2,
Ratkin_LaboratoryRats,鼠族实验体,Ratkin Specimen,Ratkin Specimen,童年,鼠族,,,Shooting4、Melee4、Medicine2,
Ratkin_LandRat,鼠族地鼠,Ratkin land rat,land rat,童年,鼠族,Undergrounder:50,,Shooting-2、Melee1、Social-3、Plants2、Mining3,
Ratkin_LittleLibrarian,鼠族小书虫,Ratkin little librarian,little librarian,童年,鼠族,,,Shooting-3、Melee-2、Medicine1、Construction1、Mining-4、Artistic2、Crafting2、Intellectual3,
Ratkin_MerchantKid,鼠族商人之子,Ratkin Merchant Kid,Merchant Kid,童年,鼠族,,,Shooting-1、Melee-2、Social3、Cooking1,
Ratkin_OfficerChild,鼠族军官之子,Ratkin Officer Child,Officer Child,童年,鼠族,,,Shooting2、Melee3、Social1,
Ratkin_Orphan,鼠族孤儿,Ratkin orphan,orphan,童年,鼠族,,,Melee4、Cooking2、Crafting2、Intellectual-3,
Ratkin_PettyTheft,鼠族小毛贼,Ratkin Petty Theft,Petty Theft,童年,鼠族,,,Shooting2、Melee2、Social2、Animals-4、Medicine-2、Cooking2、Crafting2、Intellectual-4,
Ratkin_RomanyKid,鼠族流浪儿,Ratkin Romany Kid,Romany Kid,童年,鼠族,,,Animals1、Cooking1、Plants1、Artistic1、Crafting2,
Ratkin_ServentChild,鼠族侍从之子,Ratkin Servent Child,Servent Child,童年,鼠族,,,Shooting-1、Melee2、Cooking1、Plants1、Crafting1,
Ratkin_ShepherdBoy,鼠族牧童,Ratkin shepherd boy,shepherd boy,童年,鼠族,,,Melee1、Animals2、Cooking1、Plants2、Artistic-2、Intellectual-2,
Ratkin_SlaveKid,鼠族奴隶儿童,Ratkin Slave Kid,Slave Kid,童年,鼠族,,,Melee3、Artistic-4、Mining3、Construction3、Crafting2,
Ratkin_Student,鼠族学生,Ratkin student,student,童年,鼠族,,,Shooting-2、Melee-2、Social1、Plants1、Medicine1、Crafting1、Intellectual2,
Ratkin_Successor,鼠族继承人,Ratkin heir,Heir,童年,鼠族,,,Shooting3、Melee1、Social1,
Ratkin_WildChild,鼠族野孩子,Ratkin wild born,wild born,童年,鼠族,,,Melee2、Animals3、Plants2、Mining2,
RatkinSniperInstructor,鼠族狙击教官,Ratkin Sniper Instructor,Sniper Instructor,成年,鼠族扩展,致命射手,,Shooting11、Melee4、Social-5,
Ratkin_AirMarine,鼠族空军陆战队队员,Ratkin Air Marine,Air Marine,成年,鼠族扩展,致命射手、SpeedOffset:75,,Shooting8、Melee8,
Ratkin_AirshipCrew,鼠族飞艇艇员,Ratkin Airship Crew,Airship Crew,成年,鼠族扩展,,,Melee2、Shooting2、Crafting4、Construction3,
Ratkin_AmateurNovelist,鼠族业余小说家,Ratkin Amateur Novelist,Amateur Novelist,成年,鼠族扩展,,,Artistic4、Mining-3、Cooking6、Social-2、Plants-2,
Ratkin_AnomalyInvestigateAgent,鼠族异常调查特工,Ratkin Anomaly Investigate Agent,Anomaly Investigate Agent,成年,鼠族扩展,Nerves:30,,Shooting5、Melee6、Crafting2、Construction1、Intellectual-3、Social-1、Artistic-7、Medicine3,
Ratkin_AnomalyResearcher,鼠族异常研究员,Ratkin Anomaly Researcher,Anomaly Researcher,成年,鼠族扩展,Nerves:66,,Crafting-1、Intellectual6、Social-3、Medicine4,
Ratkin_AnomalySurveyor,鼠族异常勘察员,Ratkin Anomaly Surveyor,Anomaly Surveyor,成年,鼠族扩展,Nerves:99,,Melee2、Crafting1、Construction-2、Plants-2、Animals-3、Medicine1,
Ratkin_Archaeologist,鼠族考古学家,Ratkin Archaeologist,Archaeologist,成年,鼠族扩展,Nerves:70,,Crafting2、Construction2、Cooking2、Intellectual5、Social3,
Ratkin_Avenger,鼠族复仇者,Ratkin Avenger,Avenger,成年,鼠族扩展,DrugDesire:100、NaturalMood:80,,Melee6、Shooting4,
Ratkin_BankManager,鼠族银行经理,Ratkin Bank Manager,Bank Manager,成年,鼠族扩展,NaturalMood:100,,Social5、Intellectual2、Artistic2,
Ratkin_Barber,鼠族理发师,Ratkin Barber,Barber,成年,鼠族扩展,,,Crafting3、Artistic1,
Ratkin_BarefootDoctor,鼠族赤脚医生,Ratkin Barefoot Doctor,Barefoot Doctor,成年,鼠族扩展,,,Medicine4、Plants4、Crafting3、Cooking3,
Ratkin_Biologist,鼠族生物老姐,Ratkin Biologist,Biologist,成年,鼠族扩展,Nerves:85,,Crafting5、Medicine6、Intellectual7,
Ratkin_BistroOwner,鼠族苍蝇馆子老板,Ratkin Bistro Owner,Bistro Owner,成年,鼠族扩展,,,Shooting-5、Melee1、Crafting1、Construction1、Plants3、Animals3、Cooking6、Mining-4、Intellectual-2、Social2、Artistic-3、Medicine-3,
Ratkin_BlackMarketeer,鼠族黑市商贩,Ratkin Black Marketeer,Black Marketeer,成年,鼠族扩展,Greedy:99,,Melee2、Intellectual3、Social7,
Ratkin_Bodyguard,鼠族保镖,Ratkin Bodyguard,Bodyguard,成年,鼠族扩展,,,Melee5、Shooting6、Intellectual1,
Ratkin_Bootlegger,鼠族私酒贩子,Ratkin Bootlegger,Bootlegger,成年,鼠族扩展,,,Social5、Crafting3、Plants1,
Ratkin_BorderInspector,鼠族边境检查官,Ratkin Border Inspector,Border Inspector,成年,鼠族扩展,SpeedOffset:100,,Melee4、Social3,
Ratkin_CandyHouseManager,鼠族糖果屋店长,Ratkin Candy House Manager,Candy House Manager,成年,鼠族扩展,DrugDesire:100,,Cooking5、Social5、Intellectual3,
Ratkin_CartDriver,鼠族车夫,Ratkin Cart Driver,Cart Driver,成年,鼠族扩展,,,Crafting2、Social1,
Ratkin_CheeseChef,鼠族奶酪师傅,Ratkin Cheese Chef,Cheese Chef,成年,鼠族扩展,,,Crafting1、Cooking3,
Ratkin_ChemicalWeaponsManipulator,鼠族化武操纵员,Ratkin Chemical Weapons Manipulator,Chemical Weapons Manipulator,成年,鼠族扩展,DrugDesire:60,,Shooting2、Melee3、Crafting7、Construction3、Plants-2、Animals-2、Cooking-5、Mining2、Intellectual1、Medicine3,
Ratkin_Chivalrous,鼠族游侠,Ratkin Chivalrous,Chivalrous,成年,鼠族扩展,Brawler:75,,Melee6、Crafting3、Medicine2、Cooking2,
Ratkin_CigaretteDealer,鼠族私烟贩子,Ratkin Cigarette Dealer,Cigarette Dealer,成年,鼠族扩展,DrugDesire:75,,Crafting6、Plants5、Medicine3,
Ratkin_CityWorker,鼠族城市工人,Ratkin City Worker,City Worker,成年,鼠族扩展,,,Crafting4、Construction4、Artistic-3、Social-3,
Ratkin_ComputerEngineer,鼠族计算机工程师,Ratkin Computer Engineer,Computer Engineer,成年,鼠族扩展,Industriousness:100,,Intellectual8、Crafting3、Plants3,
Ratkin_ConservativeOfficer,鼠族保守派军官,Ratkin Conservative Officer,Conservative Officer,成年,鼠族扩展,,,Melee7、Shooting5、Social4、Intellectual-1,
Ratkin_CountryPolice,鼠族乡村警察,Ratkin Country Police,Country Police,成年,鼠族扩展,,,Melee3、Plants3、Social1、Cooking1,
Ratkin_CountrySister,鼠族乡村修女,Ratkin Country Sister,Country Sister,成年,鼠族扩展,Kind:70,,Social3、Cooking4、Medicine3,
Ratkin_CourtPainter,鼠族宫廷画师,Ratkin Court Painter,Court Painter,成年,鼠族扩展,,,Artistic9、Social3,
Ratkin_Criminal,鼠族罪犯,Ratkin Criminal,Criminal,成年,鼠族扩展,Psychopath:90,,Shooting1、Melee4、Social-3,
Ratkin_Cuirassier,鼠族胸甲骑兵,Ratkin Cuirassier,Cuirassier,成年,鼠族扩展,,,Melee5、Shooting3、Animals3,
Ratkin_Dancer,鼠族舞者,Ratkin Dancer,Dancer,成年,鼠族扩展,Beauty:100,,Artistic5、Social3,
Ratkin_DeclineNoble,鼠族没落贵族,Ratkin Decline Noble,Decline Noble,成年,鼠族扩展,Brawler:75,,Melee6、Artistic5、Social5、Medicine2,
Ratkin_DeliveryWorker,鼠族奥德彪,Ratkin Delivery Worker,Delivery Worker,成年,鼠族扩展,SpeedOffset:100,,Melee3、Crafting3、Social3,
Ratkin_DemonInstructor,鼠族恶魔教官,Ratkin Demon Instructor,Demon Instructor,成年,鼠族扩展,Psychopath:99,,Melee7、Shooting3、Social5,
Ratkin_DessertChef,甜品耗子,Ratkin Dessert Chef,Dessert Chef,成年,鼠族扩展,NaturalMood:60,,Cooking6、Intellectual-4、Social-3、Artistic3,
Ratkin_Director,鼠族导演,Ratkin Director,Director,成年,鼠族扩展,,,Artistic8、Crafting4、Social5,
Ratkin_Diviner,鼠族占卜师,Ratkin Diviner,Diviner,成年,鼠族扩展,PsychicSensitivity:100,,Social5、Crafting2,
Ratkin_DyeingWorker,鼠族染坊工人,Ratkin Dyeing Worker,Dyeing Worker,成年,鼠族扩展,,,Crafting4、Plants2、Artistic4,
Ratkin_EarBeautician,鼠族美耳师,Ratkin Ear Beautician,Ear Beautician,成年,鼠族扩展,,,Crafting3、Medicine2,
Ratkin_Escorter,鼠族押运官,Ratkin Escorter,Escorter,成年,鼠族扩展,,,Shooting4、Social3、Melee4,
Ratkin_FakeFoodCritic,鼠族假美食评论家,Ratkin Fake Food Critic,Fake Food Critic,成年,鼠族扩展,,,Social7、Intellectual3、Plants-5、Animals-5、Crafting-3、Melee1,
Ratkin_FallenKnight,鼠族堕落骑士,Ratkin Fallen Knight,Fallen Knight,成年,鼠族扩展,DrugDesire:100,,Melee6、Intellectual-3、Social1,
Ratkin_FashionTailor,鼠族时装裁缝,Ratkin Fashion Tailor,Fashion Tailor,成年,鼠族扩展,,,Crafting9、Artistic8、Intellectual2,
Ratkin_FieldSpy,鼠族外勤间谍,Ratkin Field Spy,Field Spy,成年,鼠族扩展,Beauty:100,,Social6、Melee3、Crafting1、Artistic3、Shooting2,
Ratkin_Fisherman,鼠族渔民,Ratkin Fisherman,Fisherman,成年,鼠族扩展,Industriousness:35,,Crafting2、Animals6、Cooking4、Social-10,
Ratkin_ForestKeeper,鼠族护林员,Ratkin Forest Keeper,Forest Keeper,成年,鼠族扩展,,,Shooting1、Melee1、Crafting1、Construction1、Plants1、Animals1、Cooking1、Mining1、Intellectual1、Social1、Artistic1、Medicine1,
Ratkin_Functionary,鼠族公务员,Ratkin Functionary,Functionary,成年,鼠族扩展,,,Cooking1、Artistic1、Social4、Intellectual4,
Ratkin_GangMember,鼠族黑帮成员,Ratkin Gang Member,Gang Member,成年,鼠族扩展,致命射手,,Shooting4、Melee4、Construction1、Cooking1、Medicine3,
Ratkin_Gemsmith,鼠族宝石工匠,Ratkin Gemsmith,Gemsmith,成年,鼠族扩展,Industriousness:55,,Crafting7、Artistic8,
Ratkin_GoldDigger,鼠族淘金者,Ratkin Gold Digger,Gold Digger,成年,鼠族扩展,,,Crafting3、Cooking3、Plants2、Mining3、Intellectual-2,
Ratkin_Gunmaker,鼠族造枪工匠,Ratkin Gunmaker,Gunmaker,成年,鼠族扩展,,,Crafting8、Mining3、Shooting5、Intellectual2,
Ratkin_Hermit,鼠族隐居者,Ratkin Hermit,Hermit,成年,鼠族扩展,孤僻、Ascetic:40,,Shooting1、Crafting2、Construction3、Plants1、Animals1、Cooking3、Social-4、Artistic-4、Medicine1,
Ratkin_ImperialGuardLegionSoldier,鼠族禁卫军士兵,Ratkin Imperial Guard Legion Soldier,Imperial Guard Legion Soldier,成年,鼠族扩展,Nerves:85,,Melee7、Shooting6、Medicine1,
Ratkin_IndenturedLabor,鼠族契约劳工,Ratkin Indentured Labor,Indentured Labor,成年,鼠族扩展,SlowLearner:100,,Construction3、Crafting2、Plants2、Animals2、Mining3、Intellectual-5、Social-3,
Ratkin_IndustrialNoble,鼠族工业贵族,Ratkin Industrial Noble,Industrial Noble,成年,鼠族扩展,,,Intellectual6、Social8,
Ratkin_InfiltratorSister,鼠族潜伏修女,Ratkin Infiltrator Sister,Infiltrator Sister,成年,鼠族扩展,,,Medicine4、Social5,
Ratkin_Jailer,鼠族狱卒,Ratkin Jailer,Jailer,成年,鼠族扩展,,,Shooting4、Melee5、Crafting2、Construction1、Social2,
Ratkin_JudicialPolice,鼠族司法警察,Ratkin Judicial Police,Judicial Police,成年,鼠族扩展,Nerves:90,,Melee4、Shooting2、Social4,
Ratkin_LaborSupervisor,鼠族监工,Ratkin Labor Supervisor,Labor Supervisor,成年,鼠族扩展,Jealous:99、Industriousness:45,,Crafting4、Construction4、Intellectual2、Social8,
Ratkin_Lawyer,鼠族律师,Ratkin Lawyer,Lawyer,成年,鼠族扩展,SpeedOffset:50,,Intellectual5、Social10、Artistic3,
Ratkin_Lumberjack,鼠族伐木工,Ratkin Lumberjack,Lumberjack,成年,鼠族扩展,,,Melee6、Crafting6、Plants4、Social-4、Intellectual-4,
Ratkin_Lunatic,鼠族疯子,Ratkin Lunatic,Lunatic,成年,鼠族扩展,Nerves:100,,,
Ratkin_ManorLord,鼠族庄园领主,Ratkin Manor Lord,Manor Lord,成年,鼠族扩展,,,Artistic4、Social4、Intellectual1、Shooting2,
Ratkin_Masochist,鼠族受虐狂,Ratkin Masochist,Masochist,成年,鼠族扩展,Masochist:99,,Intellectual2、Artistic4、Medicine-2,
Ratkin_Mechanic,鼠族修车技工,Ratkin Mechanic,Mechanic,成年,鼠族扩展,,,Crafting7、Social4、Intellectual2,
Ratkin_MechanicalEngineer,鼠族机械工程师,Ratkin Mechanical Engineer,Mechanical Engineer,成年,鼠族扩展,,,Crafting5、Mining6、Intellectual6,
Ratkin_Messenger,鼠族传令兵,Ratkin Messenger,Messenger,成年,鼠族扩展,Bloodlust:65、粗暴,,Shooting1、Melee1,
Ratkin_MilitaryEngineer,鼠族工程兵,Ratkin Military Engineer,Military Engineer,成年,鼠族扩展,Industriousness:70,,Mining8、Melee2、Crafting4,
Ratkin_MilitaryInspector,鼠族督战官,Ratkin Military Inspector,Military Inspector,成年,鼠族扩展,,,Melee1、Shooting2、Crafting-1、Social1,
Ratkin_Militia,鼠族民兵,Ratkin Militia,Militia,成年,鼠族扩展,,,Melee2、Shooting3、Plants3、Crafting2、Construction2、Mining1、Cooking1、Social-2,
Ratkin_Missionary,鼠族传教士,Ratkin Missionary,Missionary,成年,鼠族扩展,Kind:90,,Shooting2、Melee2、Plants2、Cooking2、Intellectual2、Social3、Medicine2,
Ratkin_Mortician,鼠族入殓师,Ratkin Mortician,Mortician,成年,鼠族扩展,NaturalMood:100,,Artistic3、Crafting1、Medicine2、Social-2,
Ratkin_Musician,鼠族音乐家,Ratkin Musician,Musician,成年,鼠族扩展,,,Artistic8、Social3,
Ratkin_NamingExpert,鼠族起名家,Ratkin Naming Expert,Naming Expert,成年,鼠族扩展,,,Intellectual2、Social2、Artistic1,
Ratkin_NightMarketVendor,鼠族夜市摊贩,Ratkin Night Market Vendor,Night Market Vendor,成年,鼠族扩展,NightOwl:99,,Crafting-3、Construction-4、Plants3、Animals2、Cooking4、Social-2,
Ratkin_NobleButler,鼠族贵族管家,Ratkin Noble Butler,Noble Butler,成年,鼠族扩展,Industriousness:95,,Social8、Intellectual4、Artistic4、Crafting2,
Ratkin_NobleCouncillor,鼠族贵族议员,Ratkin Noble Councillor,Noble Councillor,成年,鼠族扩展,,,Social7、Artistic5,
Ratkin_NobleMilitaryOfficer,鼠族贵族军官,Ratkin Noble Military Officer,Noble Military Officer,成年,鼠族扩展,Wimp:99,,Shooting2、Melee3、Social5、Artistic2,
Ratkin_NoblePriest,鼠族贵族修女,Ratkin Noble Priest,Noble Priest,成年,鼠族扩展,Psychopath:90,,Melee2、Intellectual3、Artistic1,
Ratkin_Nurse,鼠族护士,Ratkin Nurse,Nurse,成年,鼠族扩展,Kind:80、NaturalMood:20,,Intellectual2、Social6、Medicine5,
Ratkin_OfficialExchangeStudent,鼠族公派留学生,Ratkin Official Exchange Student,Official Exchange Student,成年,鼠族扩展,FastLearner:100、GreatMemory:50,,Intellectual6、Social5、Artistic3,
Ratkin_OrphanageCaretaker,鼠族孤儿院护工,Ratkin Orphanage Caretaker,Orphanage Caretaker,成年,鼠族扩展,Kind:50,,Crafting1、Construction1、Plants3、Animals1、Cooking4、Mining-2、Intellectual-1、Social4、Artistic1、Medicine1,
