defName,label,来源mod,落地方式,techLevel,①穿戴位置,②用途场景,③科技档,旧分类,①依据,②依据
Miho_Apparel_Special_Maid,미호 프렌치 메이드 카츄샤,美狐HSK拓展,本地直改,Medieval,头部,日常便服,中世纪,Headgear|Miho_Apparel,旧分类,默认/待裁决
Miho_Apparel_Special_RoundGlasses,미호 둥근 안경,美狐HSK拓展,本地直改,Medieval,面饰眼部,日常便服,中世纪,Miho_Apparel,Zone tag,默认/待裁决
Miho_Apparel_Special_SunGlasses,미호 선글라스,美狐HSK拓展,本地直改,Medieval,面饰眼部,战斗护甲,中世纪,Miho_Apparel,Zone tag,护甲值/甲类
Miho_Apparel_Special_TacticalAssist,미호 사격보조 컴퓨터,美狐HSK拓展,本地直改,Medieval,头部,战斗护甲,中世纪,Headgear|Miho_Apparel,旧分类,护甲值/甲类
Miho_Apparel_Special_Toxmask,미호 방독면,美狐HSK拓展,本地直改,Medieval,头部,日常便服,中世纪,Headgear|Miho_Apparel,旧分类,默认/待裁决
Miho_Apparel_Special_Visor,미호 바이저,美狐HSK拓展,本地直改,Medieval,头部,战斗护甲,中世纪,Headgear|Miho_Apparel,旧分类,护甲值/甲类
Miho_Apparel_Under_Armor,미호 보호내의,美狐HSK拓展,本地直改,Medieval,贴身内衣,战斗护甲,中世纪,Miho_Apparel,Zone tag,护甲值/甲类
Miho_Apparel_Under_EltexOne,미호 엘텍스 속옷,美狐HSK拓展,本地直改,Medieval,贴身内衣,礼仪贵族,中世纪,Miho_Apparel,Zone tag,tag
Miho_Apparel_Under_EltexTalisman,미호 봉인 부적,美狐HSK拓展,本地直改,Medieval,贴身内衣,礼仪贵族,中世纪,Miho_Apparel,Zone tag,tag
Miho_Apparel_Under_Industrial,미호 속옷,美狐HSK拓展,本地直改,Medieval,贴身内衣,战斗护甲,中世纪,Miho_Apparel,Zone tag,护甲值
Miho_Apparel_Under_IndustrialBear,미호 곰돌이 속옷,美狐HSK拓展,本地直改,Medieval,贴身内衣,战斗护甲,中世纪,Miho_Apparel,Zone tag,护甲值
Miho_Apparel_Under_IndustrialBlack,미호 검은 속옷,美狐HSK拓展,本地直改,Medieval,贴身内衣,战斗护甲,中世纪,Miho_Apparel,Zone tag,护甲值
Miho_Apparel_Under_IndustrialStripe,미호 줄무늬 속옷,美狐HSK拓展,本地直改,Medieval,贴身内衣,战斗护甲,中世纪,Miho_Apparel,Zone tag,护甲值
Miho_Apparel_Under_SeasonalSanta,미호 산타복,美狐HSK拓展,本地直改,Medieval,贴身内衣,战斗护甲,中世纪,Miho_Apparel,Zone tag,护甲值
Miho_Apparel_Under_Tribal,미호 부족민 속옷,美狐HSK拓展,本地直改,Medieval,贴身内衣,战斗护甲,中世纪,Miho_Apparel,Zone tag,护甲值
Miho_Apparel_Under_TribalEltex,미호 부족 엘텍스 속옷,美狐HSK拓展,本地直改,Medieval,贴身内衣,礼仪贵族,中世纪,Miho_Apparel,Zone tag,tag
Miho_Apparel_Under_TribalTwo,미호 부족민 속옷 (B),美狐HSK拓展,本地直改,Medieval,贴身内衣,战斗护甲,中世纪,Miho_Apparel,Zone tag,护甲值
Norballo_Loincloth,Primitive Garment,HMC Vile's Pre-Industrial,上游补丁,Neolithic,全身连体,职业劳作,原始,FullBodySuitsCat|SetCommoner|SetNeolithic|SetAnimalHandler,旧分类,职业套装
Norballo_Shirt,Undershirt,HMC Vile's Pre-Industrial,上游补丁,Medieval,全身连体,日常便服,中世纪,BodySuitsCat|BaseLayerCat|SetMedieval|SetCommoner,旧分类,默认/待裁决
OAGene_SnowstormBarrette,Wind and snow hair accessories,金鼠族 HSK版本,本地直改,Medieval,头部,礼仪贵族,中世纪,RK_Headgear,Zone tag,tag
OAGene_SnowstormCloak,Rat Clan Wind and Snow Cloak,金鼠族 HSK版本,本地直改,Medieval,躯干外衣,日常便服,中世纪,RK_Apparel,Zone tag,默认/待裁决
OARK_Apparel_GravShieldBelt,Obernoia Aurea Vacuum Shield Belt,金鼠族 HSK版本,本地直改,Spacer,配饰腰背,环境防护,太空,ApparelUtility,Zone tag,人工裁决
OA_RK_Apparel_A,Oberonia Aurea one-piece dress,金鼠族 HSK版本,本地直改,Industrial,躯干外衣,战斗护甲,工业,OARatkin_Apparel,Zone tag,护甲值/甲类
OA_RK_Apparel_B,Oberonia Aurea short skirt,金鼠族 HSK版本,本地直改,Industrial,躯干外衣,战斗护甲,工业,OARatkin_Apparel,Zone tag,护甲值/甲类
OA_RK_Apparel_C,Oberonia Aurea classic long dress,金鼠族 HSK版本,本地直改,Industrial,躯干外衣,战斗护甲,工业,OARatkin_Apparel,Zone tag,护甲值/甲类
OA_RK_Apparel_D,Oberonia Aurea iris dress,金鼠族 HSK版本,本地直改,Industrial,躯干外衣,战斗护甲,工业,OARatkin_Apparel,Zone tag,护甲值/甲类
OA_RK_Apparel_E,Oberonia Aurea snow dress,金鼠族 HSK版本,本地直改,Industrial,躯干外衣,战斗护甲,工业,OARatkin_Apparel,Zone tag,护甲值/甲类
OA_RK_Apparel_F,Oberonia Aurea shawl dress,金鼠族 HSK版本,本地直改,Industrial,躯干外衣,战斗护甲,工业,OARatkin_Apparel,Zone tag,护甲值/甲类
OA_RK_Armor_Hat_A,Light Blitz combat helmet,金鼠族 HSK版本,本地直改,Industrial,头部,战斗护甲,工业,OARatkin_ArmorHeadgear,Zone tag,护甲值/甲类
OA_RK_Armor_Hat_B,Full protection Blitz combat helmet,金鼠族 HSK版本,本地直改,Industrial,头部,战斗护甲,工业,OARatkin_ArmorHeadgear,Zone tag,护甲值/甲类
OA_RK_Belt,Multifunctional utility belt,金鼠族 HSK版本,本地直改,Spacer,躯干外衣,战斗护甲,太空,OARatkin_Utility,Zone tag,护甲值
OA_RK_BlitzBelt,Blitz combat belt,金鼠族 HSK版本,本地直改,Spacer,躯干外衣,战斗护甲,太空,OARatkin_Utility,Zone tag,护甲值/甲类
OA_RK_Component_AA,Oberonia Aurea mineral detector,金鼠族 HSK版本,本地直改,Industrial,配饰腰背,战斗护甲,工业,OARatkin_Utility,Zone tag,护甲值/甲类
OA_RK_Component_AB,Colony info exchange card,金鼠族 HSK版本,本地直改,Industrial,配饰腰背,战斗护甲,工业,OARatkin_Utility,Zone tag,护甲值/甲类
OA_RK_Component_AC,Stasis factor recovery device,金鼠族 HSK版本,本地直改,Industrial,配饰腰背,战斗护甲,工业,OARatkin_Utility,Zone tag,护甲值/甲类
OA_RK_Component_D,ECM device,金鼠族 HSK版本,本地直改,Industrial,配饰腰背,战斗护甲,工业,OARatkin_Utility,Zone tag,护甲值/甲类
OA_RK_Component_E,Blitz combat smoke launcher,金鼠族 HSK版本,本地直改,Industrial,配饰腰背,战斗护甲,工业,OARatkin_Utility,Zone tag,护甲值/甲类
OA_RK_Component_F,Oberonia Aurea traveler's Kit,金鼠族 HSK版本,本地直改,Industrial,配饰腰背,战斗护甲,工业,OARatkin_Utility,Zone tag,护甲值/甲类
OA_RK_EMPBelt,Electromagnetic paralysis drop belt,金鼠族 HSK版本,本地直改,Spacer,配饰腰背,战术装备,太空,OARatkin_Utility,Zone tag,人工裁决
OA_RK_FirstAid,life support first aid kit,金鼠族 HSK版本,本地直改,Spacer,配饰腰背,职业劳作,太空,OARatkin_Utility,Zone tag,人工裁决
OA_RK_Hat_A,Oberonia Aurea square hat,金鼠族 HSK版本,本地直改,Industrial,头部,战斗护甲,工业,OARatkin_Headgear,Zone tag,护甲值/甲类
OA_RK_Hat_B,Oberonia Aurea silver-leaf hairpin,金鼠族 HSK版本,本地直改,Industrial,头部,战斗护甲,工业,OARatkin_Headgear,Zone tag,护甲值/甲类
OA_RK_Hat_C,Oberonia Aurea court silver-leaf hairpin,金鼠族 HSK版本,本地直改,Industrial,头部,战斗护甲,工业,OARatkin_Headgear,Zone tag,护甲值/甲类
OA_RK_Hat_D,Oberonia Aurea scouter,金鼠族 HSK版本,本地直改,Industrial,头部,战斗护甲,工业,OARatkin_Headgear,Zone tag,护甲值/甲类
OA_RK_Hat_E,Oberonia Aurea silver-rose hairpin,金鼠族 HSK版本,本地直改,Industrial,头部,战斗护甲,工业,OARatkin_Headgear,Zone tag,护甲值/甲类
OA_RK_LifeformDetect,lifeform detecter,金鼠族 HSK版本,本地直改,Spacer,配饰腰背,战术装备,太空,OARatkin_Utility,Zone tag,人工裁决
OA_RK_Middle,Blitz combat ballistic plate,金鼠族 HSK版本,本地直改,Industrial,躯干外衣,战斗护甲,工业,OARatkin_Utility,Zone tag,护甲值/甲类
OA_RK_New_Apparel_A,Oberonia Aurea Duplex Dress,金鼠族 HSK版本,本地直改,Industrial,躯干外衣,战斗护甲,工业,OARatkin_Apparel,Zone tag,护甲值/甲类
OA_RK_New_Apparel_B,Oberonia Aurea Classic Robe,金鼠族 HSK版本,本地直改,Industrial,躯干外衣,战斗护甲,工业,OARatkin_Apparel,Zone tag,护甲值/甲类
OA_RK_New_Apparel_C,Oberonia Aurea thick robe,金鼠族 HSK版本,本地直改,Industrial,躯干外衣,战斗护甲,工业,OARatkin_Apparel,Zone tag,护甲值/甲类
OA_RK_New_Apparel_D,Golden iris orchid patterned robe,金鼠族 HSK版本,本地直改,Industrial,躯干外衣,战斗护甲,工业,OARatkin_Apparel,Zone tag,护甲值/甲类
OA_RK_New_Apparel_E,Obernoia Aurea Birthday Ceremonial Dress,金鼠族 HSK版本,本地直改,Industrial,躯干外衣,战斗护甲,工业,OARatkin_Apparel,Zone tag,护甲值/甲类
OA_RK_New_Belt_A,EMP impact waistband,金鼠族 HSK版本,本地直改,Spacer,配饰腰背,战斗护甲,太空,OARatkin_Utility,Zone tag,护甲值/甲类
OA_RK_New_Belt_B,Oberonia Aurea Signal Belt,金鼠族 HSK版本,本地直改,Spacer,配饰腰背,战斗护甲,太空,OARatkin_Utility,Zone tag,护甲值/甲类
OA_RK_New_Component_A,Oberonia Aurea angle ruler,金鼠族 HSK版本,本地直改,Spacer,配饰腰背,战斗护甲,太空,OARatkin_Utility,Zone tag,护甲值/甲类
OA_RK_New_Component_B,Learning assistance facilities,金鼠族 HSK版本,本地直改,Spacer,配饰腰背,战斗护甲,太空,OARatkin_Utility,Zone tag,护甲值/甲类
OA_RK_New_Component_C,Oberonia Aurea Far Walker Emergency Call Equipment,金鼠族 HSK版本,本地直改,Spacer,配饰腰背,战术装备,太空,ApparelUtility,Zone tag,人工裁决
OA_RK_New_Component_D,Rotor flight tray,金鼠族 HSK版本,本地直改,Spacer,配饰腰背,战斗护甲,太空,OARatkin_Utility,Zone tag,护甲值/甲类
OA_RK_New_Hat_A,Oberonia Aurea wreath,金鼠族 HSK版本,本地直改,Industrial,头部,战斗护甲,工业,OARatkin_Headgear,Zone tag,护甲值/甲类
OA_RK_New_Hat_B,Oberonia Aurea Snow Fleece Hat,金鼠族 HSK版本,本地直改,Industrial,头部,战斗护甲,工业,OARatkin_Headgear,Zone tag,护甲值/甲类
OA_RK_New_Hat_C,Oberonia Aurea Technical Hat,金鼠族 HSK版本,本地直改,Spacer,头部,礼仪贵族,太空,OARatkin_Headgear,Zone tag,tag
OA_RK_New_Hat_D,Oberonia Aurea industrial protective helmet,金鼠族 HSK版本,本地直改,Spacer,头部,战斗护甲,太空,OARatkin_Headgear,Zone tag,护甲值/甲类
OA_RK_New_Hat_E,Oberonia Aurea Crew Hair Accessory,金鼠族 HSK版本,本地直改,Spacer,头部,礼仪贵族,太空,OARatkin_Headgear,Zone tag,tag
OA_RK_New_Professional_Uniforms_A,Oberonia Aurea Industrial Uniform,金鼠族 HSK版本,本地直改,Industrial,躯干外衣,战斗护甲,工业,OARatkin_Apparel,Zone tag,护甲值/甲类
OA_RK_New_Professional_Uniforms_B,Oberonia Aurea Technical Uniform,金鼠族 HSK版本,本地直改,Industrial,躯干外衣,礼仪贵族,工业,OARatkin_Apparel,Zone tag,tag
OA_RK_New_Professional_Uniforms_C,Oberonia Aurea Technical Officer Uniform,金鼠族 HSK版本,本地直改,Industrial,躯干外衣,礼仪贵族,工业,OARatkin_Apparel,Zone tag,tag
OA_RK_New_Professional_Uniforms_D,Oberonia Aurea Service Crew Uniform,金鼠族 HSK版本,本地直改,Industrial,躯干外衣,礼仪贵族,工业,OARatkin_Apparel,Zone tag,tag
OA_RK_New_Professional_Uniforms_E,Oberonia Aurea Technical Crew Uniform,金鼠族 HSK版本,本地直改,Industrial,躯干外衣,礼仪贵族,工业,OARatkin_Apparel,Zone tag,tag
OA_RK_New_Sandwich_A,Oberonia Aurea Industrial Vest,金鼠族 HSK版本,本地直改,Spacer,躯干外衣,战斗护甲,太空,OARatkin_Apparel,Zone tag,护甲值/甲类
OA_RK_New_Sandwich_B,Oberonia Aurea Technical Crew Satchel,金鼠族 HSK版本,本地直改,Spacer,躯干外衣,礼仪贵族,太空,OARatkin_Apparel,Zone tag,tag
OA_RK_New_Windbreaker_A,Oberonia Aurea Cloak,金鼠族 HSK版本,本地直改,Industrial,躯干外衣,战斗护甲,工业,OARatkin_Apparel,Zone tag,护甲值/甲类
OA_RK_New_Windbreaker_AA,Oberonia Aurea Birthday Ceremonial Robe,金鼠族 HSK版本,本地直改,Industrial,躯干外衣,战斗护甲,工业,OARatkin_Apparel,Zone tag,护甲值/甲类
OA_RK_New_Windbreaker_B,Oberonia Aurea Mountain Windbreaker,金鼠族 HSK版本,本地直改,Industrial,躯干外衣,礼仪贵族,工业,OARatkin_Apparel,Zone tag,tag
OA_RK_New_Windbreaker_C,Oberonia Aurea Multifunctional Coat,金鼠族 HSK版本,本地直改,Industrial,躯干外衣,礼仪贵族,工业,OARatkin_Apparel,Zone tag,tag
OA_RK_New_Windbreaker_D,Oberonia Aurea Technical Officer Coat,金鼠族 HSK版本,本地直改,Industrial,躯干外衣,战斗护甲,工业,OARatkin_Apparel,Zone tag,护甲值/甲类
OA_RK_New_Windbreaker_E,Assault Combat Skirt Armor,金鼠族 HSK版本,本地直改,Spacer,躯干外衣,战斗护甲,太空,OARatkin_Armor,Zone tag,护甲值/甲类
OA_RK_New_Windbreaker_FangzhiBUGdehouzhui,Heavy assault armor B,金鼠族 HSK版本,本地直改,Spacer,躯干外衣,战斗护甲,太空,OARatkin_Armor,Zone tag,护甲值/甲类
OA_RK_New_Windbreaker_FangzhiBUGdehouzhui_ACC,Heavy assault armor,金鼠族 HSK版本,本地直改,Spacer,躯干外衣,战斗护甲,太空,OARatkin_Armor,Zone tag,护甲值/甲类
OA_RK_New_Windbreaker_G,Full protective assault armor,金鼠族 HSK版本,本地直改,Spacer,躯干外衣,战斗护甲,太空,OARatkin_Armor,Zone tag,护甲值/甲类
OA_RK_Professional_Uniforms_A,Oberonia Aurea self-cleaning dress,金鼠族 HSK版本,本地直改,Industrial,躯干外衣,战斗护甲,工业,OARatkin_Apparel,Zone tag,护甲值/甲类
OA_RK_Professional_Uniforms_B,Oberonia Aurea ceremonial dress,金鼠族 HSK版本,本地直改,Industrial,躯干外衣,战斗护甲,工业,OARatkin_Apparel,Zone tag,护甲值/甲类
OA_RK_Professional_Uniforms_C,Oberonia Aurea court suit,金鼠族 HSK版本,本地直改,Industrial,躯干外衣,战斗护甲,工业,OARatkin_Apparel,Zone tag,护甲值/甲类
OA_RK_Professional_Uniforms_D,Blitz combat uniform,金鼠族 HSK版本,本地直改,Industrial,躯干外衣,战斗护甲,工业,OARatkin_Armor,Zone tag,护甲值/甲类
OA_RK_Professional_Uniforms_E,Oberonia Aurea research garb,金鼠族 HSK版本,本地直改,Industrial,躯干外衣,战斗护甲,工业,OARatkin_Apparel,Zone tag,护甲值/甲类
OA_RK_Sandwich_A,Oberonia Aurea ribbon,金鼠族 HSK版本,本地直改,Industrial,躯干外衣,战斗护甲,工业,OARatkin_Apparel,Zone tag,护甲值/甲类
OA_RK_Sandwich_B,Oberonia Aurea honor ribbon,金鼠族 HSK版本,本地直改,Industrial,躯干外衣,战斗护甲,工业,OARatkin_Apparel,Zone tag,护甲值/甲类
OA_RK_Sandwich_C,Shockproof vest,金鼠族 HSK版本,本地直改,Spacer,躯干外衣,战斗护甲,太空,OARatkin_Armor,Zone tag,护甲值/甲类
OA_RK_Traveller_A,Oberonia Aurea traveling robe,金鼠族 HSK版本,本地直改,Industrial,躯干外衣,战斗护甲,工业,OARatkin_Apparel,Zone tag,护甲值/甲类
OA_RK_Traveller_B,Oberonia Aurea snow coat,金鼠族 HSK版本,本地直改,Industrial,躯干外衣,战斗护甲,工业,OARatkin_Apparel,Zone tag,护甲值/甲类
OA_RK_Windbreaker_A,Oberonia Aurea long trench coat,金鼠族 HSK版本,本地直改,Industrial,躯干外衣,战斗护甲,工业,OARatkin_Apparel,Zone tag,护甲值/甲类
OA_RK_Windbreaker_B,Blizt combat trench coat,金鼠族 HSK版本,本地直改,Spacer,躯干外衣,战斗护甲,太空,OARatkin_Armor,Zone tag,护甲值/甲类
OA_RK_Windbreaker_C,Oberonia Aurea court trench coat,金鼠族 HSK版本,本地直改,Industrial,躯干外衣,战斗护甲,工业,OARatkin_Apparel,Zone tag,护甲值/甲类
OA_RK_Windbreaker_D,Oberonia Aurea shawl,金鼠族 HSK版本,本地直改,Industrial,躯干外衣,战斗护甲,工业,OARatkin_Apparel,Zone tag,护甲值/甲类
OA_RK_Windbreaker_E,Oberonia Aurea winter shawl,金鼠族 HSK版本,本地直改,Industrial,躯干外衣,战斗护甲,工业,OARatkin_Apparel,Zone tag,护甲值/甲类
OA_RK_Windbreaker_F,Oberonia Aurea winter robe,金鼠族 HSK版本,本地直改,Industrial,躯干外衣,战斗护甲,工业,OARatkin_Apparel,Zone tag,护甲值/甲类
OA_RK_Windbreaker_G,Oberonia Aurea ceremonial robe,金鼠族 HSK版本,本地直改,Industrial,躯干外衣,战斗护甲,工业,OARatkin_Apparel,Zone tag,护甲值/甲类
OrbitalTargeterBombardment,orbital bombardment targeter,(原版 Data),上游补丁(Core),Spacer,配饰腰背,战术装备,太空,ApparelUtility,layer,人工裁决
OrbitalTargeterMechCluster,orbital mech cluster targeter,(原版 Data),上游补丁(Core),Spacer,配饰腰背,战术装备,太空,ApparelUtility,layer,人工裁决
OrbitalTargeterPowerBeam,orbital power beam targeter,(原版 Data),上游补丁(Core),Spacer,配饰腰背,战术装备,太空,ApparelUtility,layer,人工裁决
RA_DetectiveDress,ratkin detective dress,鼠族HSK拓展,本地直改,Medieval,躯干外衣,日常便服,中世纪,RK_Apparel,Zone tag,默认/待裁决
RA_DetectiveHat,ratkin detective hat,鼠族HSK拓展,本地直改,Medieval,头部,日常便服,中世纪,RK_Headgear,Zone tag,默认/待裁决
RA_PaladinArmor,paladin armor,鼠族HSK拓展,本地直改,Medieval,躯干外衣,战斗护甲,中世纪,RK_Apparel,Zone tag,护甲值/甲类
RA_PaladinCoronet,paladin coronet,鼠族HSK拓展,本地直改,Medieval,头部,战斗护甲,中世纪,RK_Headgear,Zone tag,护甲值
RA_PaladinHood,paladin hood,鼠族HSK拓展,本地直改,Medieval,头部,日常便服,中世纪,RK_Headgear,Zone tag,默认/待裁决
RBPApparel_CreativeBeret,artsy beret,Roos Painting Expansion,上游补丁,Industrial,头部,日常便服,工业,HeaddressCat,旧分类,默认/待裁决
RBPApparel_Smock,smock,Roos Painting Expansion,上游补丁,Medieval,全身连体,日常便服,中世纪,BodySuitsCat,旧分类,默认/待裁决
RKHSK_Favonius_HeavySkirt,西风重裙,鼠族HSK拓展,本地直改,Industrial,下衣裤裙,战斗护甲,工业,PantsCat,旧分类,护甲值/甲类
RKHSK_Favonius_OfficerArmour,西风军官板甲,鼠族HSK拓展,本地直改,Industrial,全身连体,战斗护甲,工业,FullArmorCat,旧分类,护甲值/甲类
RKHSK_Favonius_PlateArmour,西风骑士板甲,鼠族HSK拓展,本地直改,Industrial,全身连体,战斗护甲,工业,FullArmorCat,旧分类,护甲值/甲类
RKHSK_Favonius_Underarmour,西风骑士内衣,鼠族HSK拓展,本地直改,Industrial,全身连体,战斗护甲,工业,BodySuitsCat,旧分类,护甲值/甲类
RK_AF_Fez,Albizia Fez,鼠族HSK拓展,本地直改,Industrial,头部,日常便服,工业,RK_Headgear,Zone tag,默认/待裁决
RK_AF_InfantryUniform,Albizia Infantry Uniform,鼠族HSK拓展,本地直改,Industrial,躯干外衣,战斗护甲,工业,RK_Apparel,Zone tag,护甲值/甲类
RK_Ao,Moustate winter coat (Ao),鼠族HSK拓展,本地直改,Medieval,躯干外衣,日常便服,中世纪,RK_Apparel,Zone tag,默认/待裁决
RK_Apparel_Banner,war banner,RatkinRaceHSK,上游补丁,Medieval,配饰腰背,日常便服,中世纪,RK_ThingCategory_Util,layer,默认/待裁决
RK_Apparel_ChildrenCardigan,kid cardigan,RatkinRaceHSK,上游补丁,Medieval,躯干外衣,日常便服,中世纪,RK_Apparel,layer,默认/待裁决
RK_Apparel_ChildrenSummerDress,kid summer dress,RatkinRaceHSK,上游补丁,Medieval,贴身内衣,日常便服,中世纪,RK_Apparel,layer,默认/待裁决
RK_Apparel_ChildrenWinterRobe,kid winter robe,RatkinRaceHSK,上游补丁,Medieval,躯干外衣,礼仪贵族,中世纪,RK_Apparel|RK_ApparelNoble,layer,旧分类
RK_Apparel_SpaceArmor,cataphract armor,RatkinRaceHSK,上游补丁,Spacer,躯干外衣,战斗护甲,太空,RK_ApparelArmor,layer,护甲值/甲类
RK_Apparel_SpaceArmorHelmet,cataphract helmet,RatkinRaceHSK,上游补丁,Spacer,头部,战斗护甲,太空,ArmorHeadgear|RK_ApparelArmor|RK_ArmorHeadgear,旧分类,护甲值/甲类
RK_Apparel_Vacsuit,vacsuit,RatkinRaceHSK,上游补丁,Spacer,躯干外衣,战斗护甲,太空,RK_Apparel,layer,护甲值/甲类
RK_Apparel_VacsuitChildren,kid vacsuit,RatkinRaceHSK,上游补丁,Spacer,躯干外衣,战斗护甲,太空,RK_Apparel,layer,护甲值/甲类
RK_Apparel_VacsuitHelmet,vacsuit helmet,RatkinRaceHSK,上游补丁,Spacer,头部,战斗护甲,太空,ArmorHeadgear|RK_Apparel|RK_Headgear,旧分类,护甲值/甲类
RK_ApronSkirt,apron skirt,RatkinRaceHSK,上游补丁,Medieval,贴身内衣,战斗护甲,中世纪,RK_Apparel,layer,护甲值
RK_ApronSkirtChildren,kid skirt,RatkinRaceHSK,上游补丁,Medieval,贴身内衣,日常便服,中世纪,RK_Apparel,layer,默认/待裁决
RK_Backpack,backpack,RatkinRaceHSK,上游补丁,Medieval,配饰腰背,战斗护甲,中世纪,RK_Apparel,layer,护甲值
RK_BaiGongDian,百工典 (BaiGongDian),(原版 Data),上游补丁(Core),Medieval,配饰腰背,装饰饰品,中世纪,RK_Scroll,layer,旧分类
RK_BaiZhuZaliangJi,百株杂粮集 (BaiZhuZaliangJi),(原版 Data),上游补丁(Core),Medieval,配饰腰背,装饰饰品,中世纪,RK_Scroll,layer,旧分类
RK_BanCoat,ratkin rogue's coat,鼠族HSK拓展,本地直改,Medieval,躯干外衣,日常便服,中世纪,RK_Apparel,Zone tag,默认/待裁决
RK_BanZhi,archery thumb ring,(原版 Data),上游补丁(Core),Medieval,配饰腰背,装饰饰品,中世纪,Meow_Jewelry|Meow_Ring,旧分类,旧分类
RK_Bandage,Ratkin Bandage,鼠族HSK拓展,本地直改,Medieval,面饰眼部,日常便服,中世纪,RK_Apparel,Zone tag,默认/待裁决
RK_BanleaderCoat,ratkin bandit chief fur coat,鼠族HSK拓展,本地直改,Medieval,躯干外衣,日常便服,中世纪,RK_Apparel,Zone tag,默认/待裁决
RK_BattleSuit,ratkin battlesuit,RatkinRaceHSK,上游补丁,Industrial,贴身内衣,战斗护甲,工业,RK_Apparel,layer,护甲值/甲类
RK_BattleSuitB,ratkin battlesuit,RatkinRaceHSK,上游补丁,Industrial,贴身内衣,战斗护甲,工业,RK_Apparel,layer,护甲值/甲类
RK_Bergmutze,ratkin Bergmutze,鼠族HSK拓展,本地直改,Medieval,头部,日常便服,中世纪,RK_Apparel|RK_Headgear,Zone tag,默认/待裁决
RK_BiaoShiFu,Moustate couriers uniform,鼠族HSK拓展,本地直改,Medieval,躯干外衣,职业劳作,中世纪,RK_Apparel,Zone tag,label
RK_BigBeard,Ratkin Big Beard,鼠族HSK拓展,本地直改,Medieval,头部,日常便服,中世纪,RK_Apparel,Zone tag,默认/待裁决
RK_BikerJacket,ratkin biker jacket,鼠族HSK拓展,本地直改,Medieval,躯干外衣,职业劳作,中世纪,RK_Apparel,Zone tag,label
RK_BingLi,「Ratkin Beonggeoji」,鼠族HSK拓展,本地直改,Ultra,头部,战斗护甲,极致,RK_Apparel,Zone tag,护甲值
RK_BlackMask,ratkin black mask,鼠族HSK拓展,本地直改,Medieval,头部,日常便服,中世纪,RK_Apparel|RK_Headgear,Zone tag,默认/待裁决
RK_BuDong,「Bu Dong」,鼠族HSK拓展,本地直改,Ultra,配饰腰背,战斗护甲,极致,RK_Apparel,Zone tag,护甲值
RK_BuMianJia,ratkin BuMian armor,鼠族HSK拓展,本地直改,Medieval,躯干外衣,战斗护甲,中世纪,RK_Apparel,Zone tag,护甲值
RK_BulletProofHelmet,Ratkin military helmet,RatkinRaceHSK,上游补丁,Medieval,头部,战斗护甲,中世纪,RK_Headgear,layer,护甲值/甲类
RK_CaesarCrownA,Ratkin Crown gold,鼠族HSK拓展,本地直改,Medieval,头部,礼仪贵族,中世纪,RK_Headgear,Zone tag,tag
RK_CaesarCrownB,Ratkin Crown silver,鼠族HSK拓展,本地直改,Medieval,头部,礼仪贵族,中世纪,RK_Headgear,Zone tag,tag
RK_Cardigan,cardigan,RatkinRaceHSK,上游补丁,Medieval,躯干外衣,战斗护甲,中世纪,RK_Apparel,layer,护甲值
RK_ChangShengSuo,ChangShengSuo,(原版 Data),上游补丁(Core),Medieval,配饰腰背,装饰饰品,中世纪,Meow_Jewelry|Meow_Amulet,旧分类,旧分类
RK_ChefHat,chef hat,RatkinRaceHSK,上游补丁,Medieval,头部,战斗护甲,中世纪,RK_Headgear,layer,护甲值
RK_ChefSuit,chef suit,RatkinRaceHSK,上游补丁,Medieval,贴身内衣,战斗护甲,中世纪,RK_Apparel,layer,护甲值
RK_Circlet,ratkin circlet,鼠族HSK拓展,本地直改,Medieval,头部,礼仪贵族,中世纪,RK_Headgear,Zone tag,tag
RK_Coif,coif,RatkinRaceHSK,上游补丁,Medieval,头部,日常便服,中世纪,RK_Headgear,layer,默认/待裁决
RK_CrossBack,cross back,RatkinRaceHSK,上游补丁,Medieval,配饰腰背,战斗护甲,中世纪,RK_Apparel,layer,护甲值
RK_Crusader,ratkin crusader dress,鼠族HSK拓展,本地直改,Medieval,躯干外衣,日常便服,中世纪,RK_Apparel,Zone tag,默认/待裁决
RK_DaWang,「Ratkin King's Armor」,鼠族HSK拓展,本地直改,Ultra,躯干外衣,战斗护甲,极致,RK_Apparel,Zone tag,护甲值
RK_DaoPao,Dao frock,鼠族HSK拓展,本地直改,Medieval,躯干外衣,日常便服,中世纪,RK_Apparel,Zone tag,默认/待裁决
RK_DongYi,Moustate winter coat,鼠族HSK拓展,本地直改,Medieval,躯干外衣,日常便服,中世纪,RK_Apparel,Zone tag,默认/待裁决
RK_DouLi,Moustate rain hat,鼠族HSK拓展,本地直改,Neolithic,头部,日常便服,原始,RK_Apparel|RK_Headgear,Zone tag,默认/待裁决
RK_DouMaru,SenGiTai DouMaru armor,鼠族HSK拓展,本地直改,Medieval,躯干外衣,日常便服,中世纪,RK_Apparel,Zone tag,默认/待裁决
RK_DuDouChild,ratkin child bellyband,鼠族HSK拓展,本地直改,Medieval,躯干外衣,日常便服,中世纪,RK_Apparel,Zone tag,默认/待裁决
RK_DuShiJiuRenJi,渡世救人集 (DuShiJiuRenJi),(原版 Data),上游补丁(Core),Medieval,配饰腰背,装饰饰品,中世纪,RK_Scroll,layer,旧分类
